1991,52
1992,30
1993,39
1994,73
1995,30
1996,85
1997,68
1998,72
1999,50
2000,60
2001,52
2002,40
2003,88
2004,45
2005,42
2006,46
2007,35
2008,20
2009,25
2010,55
2011,50
2012,32
2013,Nan
2014,Nan
2015,40
2016,48
2017,32
2018,55
2019,43
2020,11
