1975,62
1976,78
1977,75
1978,79
1979,86
1980,73
1981,76
1982,87
1983,72
1984,76
1985,111
1986,65
1987,92
1988,74
1989,72
1990,74
1991,80
1992,50
1993,63
1994,77
1995,60
1996,90
1997,78
1998,60
1999,83
2000,85
2001,65
2002,95
2003,80
2004,70
2005,68
2006,Nan
2007,76
2008,50
2009,68
2010,80
2011,80
2012,72
2013,65
2014,60
2015,55
2016,67
2017,Nan
2018,60
2019,72
