1991,45
1992,23
1993,29
1994,69
1995,24
1996,52
1997,41
1998,45
1999,44
2000,44
2001,43
2002,45
2003,74
2004,49
2005,42
2006,58
2007,41
2008,14
2009,39
2010,52
2011,75
2012,56
2013,50
2014,40
2015,20
2016,40
2017,45
2018,Nan
2019,Nan
2020,Nan
