1976,171
1977,208
1978,190
1979,183
1980,168
1981,194
1982,178
1983,164
1984,188
1985,196
1986,182
1987,174
1988,189
1989,180
1990,165
1991,182
1992,173
1993,217
1994,181
1995,196
1996,200
1997,175
1998,182
1999,189
2000,169
2001,140
2002,166
2003,195
2004,151
2005,173
2006,152
2007,177
2008,160
2009,164
2010,158
2011,174
2012,137
2013,163
2014,153
2015,137
2016,138
2017,184
2018,184
2019,147
2020,194
