1976,161
1977,187
1978,169
1979,172
1980,192
1981,195
1982,161
1983,139
1984,169
1985,182
1986,164
1987,161
1988,166
1989,148
1990,125
1991,157
1992,145
1993,169
1994,168
1995,129
1996,171
1997,155
1998,159
1999,160
2000,166
2001,136
2002,135
2003,202
2004,145
2005,162
2006,136
2007,121
2008,100
2009,122
2010,147
2011,165
2012,104
2013,150
2014,58
2015,59
2016,117
2017,168
2018,128
2019,150
2020,115
