1976,93
1977,99
1978,115
1979,120
1980,96
1981,120
1982,120
1983,78
1984,94
1985,129
1986,116
1987,129
1988,45
1989,21
1990,8
1991,28
1992,14
1993,21
1994,94
1995,3
1996,135
1997,107
1998,46
1999,92
2000,84
2001,68
2002,90
2003,144
2004,89
2005,63
2006,78
2007,39
2008,0
2009,45
2010,119
2011,150
2012,51
2013,103
2014,21
2015,0
2016,31
2017,28
2018,55
2019,49
2020,0
